Project Number,Country,Financing,Project Type or Modality,Approval Date,ADB Financing (US$),Geographical Location,Sector
38357-013,Sri Lanka,Sovereign,Loan | Technical Assistance,15/12/2005,"235,400,000.00","Nation-wide, Aluthgama, Badulla District, Colombo, Galle District, Godagama, Hikkaduwa, Katukurunda, Kesbewa, Kirulapone, Matara, Nagoda, Nayapamula, Pamankada, Udatenna",Transport
38385-012,Indonesia,Sovereign,Technical Assistance,03/11/2005,"600,000.00",,Public sector management
38385-013,Indonesia,Sovereign,Loan,12/11/2009,"84,240,000.00","Provinsi Jambi, Provinsi Lampung, Provinsi Riau, South Sumatra","Agriculture, natural resources and rural development | Education | Health | Public sector management | Transport"
38392-013,Viet Nam,Sovereign,Loan,09/12/2004,"6,400,000.00",,Public sector management
38392-023,Viet Nam,Sovereign,Loan,03/11/2005,"15,000,000.00",,"Agriculture, natural resources and rural development | Education | Finance | Health | Public sector management"
38392-033,Viet Nam,Sovereign,Loan,05/10/2006,"15,000,000.00",,"Agriculture, natural resources and rural development | Education | Finance | Health | Public sector management"
38396-012,Regional,Sovereign,Technical Assistance,14/08/2006,"960,000.00",Regional,Transport
38398-012,Philippines,Sovereign,Technical Assistance,19/07/2005,"700,000.00",,Water and other urban infrastructure and services
38401-012,Regional,Sovereign,Technical Assistance,12/12/2006,"400,000.00",Regional,Water and other urban infrastructure and services
38405-012,Pakistan,Sovereign,Technical Assistance,11/04/2005,"150,000.00",,Water and other urban infrastructure and services
38405-013,Pakistan,Sovereign,Loan,02/02/2006,"10,000,000.00",,Finance | Transport | Water and other urban infrastructure and services
38408-012,Pakistan,Sovereign,Technical Assistance,21/12/2005,"1,495,000.00",,Water and other urban infrastructure and services
38410-012,Bhutan,Sovereign,Technical Assistance,22/08/2005,"200,000.00",,"Agriculture, natural resources and rural development"
38411-012,India,Sovereign,Technical Assistance,18/07/2006,0,,"Agriculture, natural resources and rural development"
38411-013,India,Sovereign,Loan,18/09/2008,"157,500,000.00",,"Agriculture, natural resources and rural development"
38411-023,India,Sovereign,Loan | Technical Assistance,18/09/2008,"16,500,000.00","Anandpur, Baitarani River, Brahmani River, Burhabalanga, Cuttack, Deogarh, Jagatsinghpur, Kendrapara, Mahanadi Delta, State of Odisha, Subarnarekha River, Udala","Agriculture, natural resources and rural development"
38411-043,India,Sovereign,Loan,30/06/2015,"120,000,000.00","Anandpur, Baitarani River, Brahmani River, Burhabalanga, Cuttack, Deogarh, Jagatsinghpur, Kendrapara, Mahanadi Delta, Odisha, Subarnarekha River, Udala","Agriculture, natural resources and rural development"
38412-012,India,Sovereign,Technical Assistance,14/12/2006,0,,"Agriculture, natural resources and rural development | Water and other urban infrastructure and services"
38412-013,India,Sovereign,Loan,19/10/2010,"120,000,000.00",,"Agriculture, natural resources and rural development"
38412-022,India,Sovereign,Technical Assistance,26/09/2008,"150,000.00",,"Agriculture, natural resources and rural development | Water and other urban infrastructure and services"
38412-023,India,Sovereign,Loan,25/10/2010,"48,500,000.00",Palasbari,"Agriculture, natural resources and rural development | Water and other urban infrastructure and services"
38412-033,India,Sovereign,Loan,07/12/2018,"60,160,000.00","Dibrugarh, Kaziranga, Palasbari","Agriculture, natural resources and rural development | Water and other urban infrastructure and services"
38417-012,Nepal,Sovereign,Technical Assistance,29/01/2009,"750,000.00",,"Agriculture, natural resources and rural development"
38417-022,Nepal,Sovereign,Grant,27/09/2010,"24,400,000.00","Bajhang, Dang Deukhuri District, Doti, Jumla, Kailali, Kanchanpur, Kapilbastu, Mugu, Pyuthan, Rolpa, Rukum, Salyan","Agriculture, natural resources and rural development"
38421-012,Cambodia,Sovereign,Technical Assistance,29/01/2008,"550,000.00",,Industry and trade
38421-013,Cambodia,Sovereign,Grant | Loan | Technical Assistance,05/12/2008,"22,800,000.00",Nation-wide,Public sector management
38421-023,Cambodia,Sovereign,Grant | Loan,30/09/2010,"24,000,000.00",Nation-wide,Industry and trade | Public sector management
38421-062,Cambodia,Sovereign,Technical Assistance,18/07/2011,"700,000.00",,Public sector management
38421-072,Cambodia,Sovereign,Loan,27/09/2012,"25,000,000.00",Nation-wide,"Agriculture, natural resources and rural development | Public sector management"
38423-012,Nepal,Sovereign,Technical Assistance,13/08/2009,"400,000.00",,"Agriculture, natural resources and rural development"
38423-022,Nepal,Sovereign,Grant,24/11/2010,"20,100,000.00","Baitadi, Banke, Bardiya, Dadeldhura, Dailekh, Dang Deukhuri District, Darchula, Doti, Kailali, Surkhet","Agriculture, natural resources and rural development"
38426-012,Nepal,Sovereign,Technical Assistance,09/08/2010,0,,"Agriculture, natural resources and rural development"
38426-023,Nepal,Sovereign,Grant | Loan,31/10/2011,"25,000,000.00","Baglung, Baitadi, Bajhang, Bajura, Darchula, Dolpa, Gorkha, Humla, Jajarkot, Jumla, Kalikot, Lamjung, Mugu, Myagdi, Okhaldhunga, Ramechhap, Solukhumbu, Taplejung",Transport
38430-012,Pakistan,Sovereign,Technical Assistance,09/12/2005,"450,000.00",,"Agriculture, natural resources and rural development"
38432-012,Maldives,Sovereign,Technical Assistance,25/07/2005,"250,000.00",,Public sector management
38438-012,Bhutan,Sovereign,Technical Assistance,20/11/2006,"200,000.00",,Finance
38447-013,Pakistan,Sovereign,Loan,07/02/2006,"5,000,000.00",,Industry and trade
38455-012,Regional,Sovereign,Technical Assistance,30/09/2004,"275,000.00",Regional,Public sector management
38456-012,Pakistan,Sovereign,Technical Assistance,27/11/2006,"900,000.00",,Energy
38456-013,Pakistan,Sovereign,Loan,03/09/2008,"810,000,000.00",,Energy
38456-023,Pakistan,Sovereign,Loan,12/09/2008,"210,826,044.00","Alipur, Badin, Daska, Fatehpur, Godpur, Jacobabad, Jalalpur Nau, Jubilee Town, Kamir, Kudlathi, Larkana, Miranpur, Sethi Town, Sheranwala Gate, Sukkur, Talhar",Energy
38456-033,Pakistan,Sovereign,Loan,14/12/2010,"172,300,000.00","Chuchak, Jubilee Town, Lahore, Rahber Housing Scheme, Shahpur, Suckh Chayn, Sukkur",Energy
38456-034,Pakistan,Sovereign,Loan,14/12/2012,"245,000,000.00","Attock, Badin, Bahawalnagar, Bahawalpur, Bhakkar, Charsadda, D. G. Khan, D. I. Khan, Faisalabad, Gujrat, Hyderabad, Islamabad, Islamabad, Jhang, Kalat, Karak, Kasur, Khanewal, Khuzdar, Killa Saifullah, Kohat, Lahore, Loralai, Lower Dir, Mandi Bahauddin, Mansehra, Mardan, Mastung, Mianwali, Mirpur Khas, Nowshera, Okara, Pishin, Quetta, Rawalpindi, Sahiwal, Sargodha, Sheikhupura, Sialkot, Swabi, Tank, Toba Tek Singh, Vehari",Energy
38456-037,Pakistan,Sovereign,Loan,13/12/2013,"167,200,000.00","Barana, Bhakkar, Bhalwal, Bhalwala, Bhamb, Bhawana, Chak One Hundred Twenty-Eight, Chiniot, Faisalabad, Jaranwala, Jauharabad, Jhang City, Jhumra, Kamalia, Khiwa, Khurrianwala, Kirana, Kirana, Lalian, Pir Mahal, Sammundri, Tandlianwala, Thikriwala, Toba Tek Singh",Energy
38458-013,Pakistan,Sovereign,Loan | Technical Assistance,18/08/2005,"25,150,000.00",,"Agriculture, natural resources and rural development | Energy | Finance | Transport"
38459-012,Regional,Sovereign,Technical Assistance,27/09/2004,"655,000.00",Regional,Public sector management
38460-012,Bhutan,Sovereign,Technical Assistance,16/01/2007,"300,000.00",,Public sector management
38464-012,Regional,Sovereign,Technical Assistance,24/11/2006,"800,000.00",Regional,"Agriculture, natural resources and rural development"
38479-022,Indonesia,Sovereign,Technical Assistance,28/05/2008,"1,300,000.00",,Transport
38479-034,Indonesia,Sovereign,Loan,24/11/2011,"180,000,000.00","Banjar, Banjarnegara, Banyumas, Bulungan, Jawa Tengah, Jawa Timur, Kalimantan Barat, Kalimantan Timur, Kebumen, Ketapang, Kota Purwokerto, Kota Singkawang, Malang, Nunukan, Sambas, Sanggau, Wonogiri",Transport
38479-035,Indonesia,Sovereign,Technical Assistance,08/08/2012,"1,500,000.00",,Transport
38492-013,India,Sovereign,Loan,21/12/2004,"400,000,000.00",,Energy
38496-012,India,Sovereign,Technical Assistance,17/12/2004,0,,Energy
38511-012,"China, People's Republic of",Sovereign,Technical Assistance,20/12/2004,"500,000.00",,Energy
38512-012,"China, People's Republic of",Sovereign,Technical Assistance,12/12/2005,"1,000,000.00",,Public sector management
38522-012,Regional,Sovereign,Technical Assistance,02/12/2005,"1,000,000.00",Regional,"Agriculture, natural resources and rural development"
38525-012,Regional,Sovereign,Technical Assistance,18/12/2006,"1,000,000.00",Regional,"Agriculture, natural resources and rural development"
38539-012,Regional,Sovereign,Technical Assistance,14/07/2006,"200,000.00",Regional,"Agriculture, natural resources and rural development | Water and other urban infrastructure and services"
38555-012,"China, People's Republic of",Sovereign,Technical Assistance,25/11/2004,"500,000.00",,"Agriculture, natural resources and rural development"
38558-012,Cambodia,Sovereign,Technical Assistance,16/10/2006,"1,000,000.00",,"Agriculture, natural resources and rural development"
38558-013,Cambodia,Sovereign,Grant | Loan | Technical Assistance,23/09/2010,"33,800,000.00","Banteay Meanchey, Kampong Thom, O Mean, O Tuk, Phumi Angk Khmau, Phumi Sleng Spean, Prasat Pram, Siem Reap","Agriculture, natural resources and rural development"
38559-012,Cambodia,Sovereign,Technical Assistance,07/08/2006,"500,000.00",,Education
38559-022,Cambodia,Sovereign,Grant,23/11/2007,"27,100,000.00",Nation-wide,Education
38560-012,Cambodia,Sovereign,Technical Assistance,16/07/2008,"500,000.00",,"Agriculture, natural resources and rural development"
38560-022,Cambodia,Sovereign,Grant | Loan | Technical Assistance,15/09/2009,"36,000,000.00","Banteay Meanchey, Battambang, Kampong Chhnang, Kampong Thom, Peam Bang, Phumi Ampil Toek, Phumi Bak Sna Khang Kaeut, Phumi Banteay Chhmar, Phumi Baos Sbov, Phumi Bay Damram, Phumi Boeng (1), Phumi Chant Sar Khang Cheung, Phumi Chikreng, Phumi Don Penh, Phumi Kbal Trach, Phumi Khvav, Phumi Kokir Thum, Phumi Kouk Romiet, Phumi Krava, Phumi Nam Tau, Phumi Ngon, Phumi O Ta Paong, Phumi Phkoam, Phumi Phnum Sampou, Phumi Popel, Phumi Sala Kraom, Phumi Snoeng, Phumi Ta Kream, Phumi Ta Pho, Pralay Meas, Pursat, Siem Reap, Srok Sameakki Mean Chey, Srok Sandan, Svay Chek, Ta Lou",Water and other urban infrastructure and services
38565-012,Regional,Sovereign,Technical Assistance,19/07/2005,0,Regional,Public sector management
38581-012,Viet Nam,Sovereign,Technical Assistance,23/12/2004,"400,000.00",,Health
38581-022,Viet Nam,Sovereign,Grant,30/06/2006,"20,000,000.00","Huyen Dien Bien, Long An, Thanh Pho Can Tho, Thanh Pho Da Nang, Thanh Pho Ha Noi, Tinh Ba Ria-Vung Tau, Tinh Bac Ninh, Tinh Binh Duong, Tinh Dong Thap, Tinh Hai Duong, Tinh Phu Tho, Tinh Quang Ninh, Tinh Quang Tri, Tinh Thua Thien-Hue",Health
38582-012,Regional,Sovereign,Technical Assistance,23/12/2004,"500,000.00",Regional,Transport
38585-012,Pakistan,Sovereign,Technical Assistance,17/12/2004,0,,Energy
38587-012,"China, People's Republic of",Sovereign,Technical Assistance,02/12/2004,"150,000.00",,Water and other urban infrastructure and services
38588-012,Regional,Sovereign,Technical Assistance,04/11/2004,"350,000.00",Regional,Public sector management
38594-012,"China, People's Republic of",Sovereign,Technical Assistance,16/05/2005,"800,000.00",,"Agriculture, natural resources and rural development"
38594-013,"China, People's Republic of",Sovereign,Loan,29/10/2009,"150,000,000.00","Guiyang Shi, Hongfenghu, Huaxi, Kaiyang Xian, Li'an, Nanming Qu, Qingzhen Shi, Wudang Qu, Xiaohe Qu, Xifeng Xian, Xiuwen, Xiuwen Xian, Yangchang, Zhazuo, Zhuchang","Agriculture, natural resources and rural development | Water and other urban infrastructure and services"
38594-022,"China, People's Republic of",Sovereign,Technical Assistance,20/12/2006,"800,000.00",,"Agriculture, natural resources and rural development"
38598-013,Afghanistan,Sovereign,Loan,24/09/2004,"5,000,000.00",,Finance
38599-022,Regional,Sovereign,Grant,08/11/2005,"8,000,000.00",Regional,Health
38603-013,Tajikistan,Sovereign,Grant | Loan,03/11/2006,"12,000,000.00",,"Agriculture, natural resources and rural development | Finance"
38604-012,Philippines,Sovereign,Technical Assistance,23/12/2004,"850,000.00",,Public sector management
38610-012,Thailand,Sovereign,Technical Assistance,12/01/2005,"670,000.00",,Public sector management
38616-012,Regional,Sovereign,Technical Assistance,23/12/2004,"600,000.00",Regional,Education
38618-012,Timor-Leste,Sovereign,Grant,27/09/2005,"10,000,000.00",,Transport
38618-022,Timor-Leste,Sovereign,Technical Assistance,23/07/2008,"800,000.00",,Transport
38625-013,Bangladesh,Sovereign,Grant | Loan | Technical Assistance,20/01/2005,"152,450,000.00",,"Agriculture, natural resources and rural development | Information and communication technology | Public sector management"
38626-012,Thailand,Sovereign,Technical Assistance,03/10/2005,"225,000.00",,Public sector management
38628-012,Lao People's Democratic Republic,Sovereign,Technical Assistance,19/07/2006,"800,000.00",,Energy
38628-022,Lao People's Democratic Republic,Sovereign,Grant | Loan,26/01/2010,"20,000,000.00","Nation-wide, Ban Boun-Nua, Khoueng Phongsali, Muang Boun-Nua, Muang Kenthao, Muang Kenthao, Muang Khamkeut, Muang Paklay, Muang Pek, Muang Xaignabouli, Nam O, Sainyabuli, Vientiane Province, Xaignabouli",Energy
38631-012,Viet Nam,Sovereign,Grant,17/01/2006,0,,Health
38633-012,Regional,Sovereign,Technical Assistance,15/09/2005,"800,000.00",Regional,Energy | Public sector management | Transport | Water and other urban infrastructure and services
38637-012,Regional,Sovereign,Technical Assistance,19/10/2007,"1,000,000.00",Regional,Public sector management
38638-012,Regional,Sovereign,Technical Assistance,28/04/2006,"500,000.00",Regional,Public sector management
38639-012,Regional,Sovereign,Technical Assistance,07/12/2006,"982,500.00",Regional,Public sector management
38646-012,Regional,Sovereign,Technical Assistance,10/06/2005,"24,000.00",Regional,Public sector management
38647-012,Sri Lanka,Sovereign,Technical Assistance,19/12/2005,"511,000.00",,Transport
38651-012,Bangladesh,Sovereign,Technical Assistance,25/02/2005,0,,Health
38652-012,Sri Lanka,Sovereign,Technical Assistance,03/10/2005,"120,000.00",,Education
38657-012,Uzbekistan,Sovereign,Grant,17/03/2006,0,,Education
38660-012,"China, People's Republic of",Sovereign,Technical Assistance,30/08/2005,"500,000.00",,"Agriculture, natural resources and rural development"
38660-023,"China, People's Republic of",Sovereign,Grant | Loan,29/08/2008,"100,000,000.00","Helan Xian, Jinfeng Qu, Xingqing Qu, Xixia Qu, Yinchuan Shi, Yongning Xian","Agriculture, natural resources and rural development"
38662-012,"China, People's Republic of",Sovereign,Technical Assistance,25/08/2006,"1,000,000.00",,"Agriculture, natural resources and rural development"
38662-013,"China, People's Republic of",Sovereign,Grant | Loan,16/12/2009,"100,000,000.00","Daning Xian, Fenxi Xian, Hongdong Xian, Houma Shi, Jiaocheng Xian, Jiaokou Xian, Jishan Xian, Licheng Xian, Linyi Xian, Lishi District, Liulin Xian, Pingshun Xian, Pingyao Xian, Qi Xian, Taigu Xian, Wanrong Xian, Wenshui Xian, Xi Xian, Xiangfen Xian, Yanhu Qu, Yonghe Xian, Yongji Shi, Yuci Qu, Zhongyang Xian","Agriculture, natural resources and rural development"
38662-023,"China, People's Republic of",Sovereign,Loan | Technical Assistance,13/12/2007,"67,100,000.00",Sanmenxia Shi,"Agriculture, natural resources and rural development"
39004-012,Nepal,Sovereign,Technical Assistance,20/03/2006,0,,"Agriculture, natural resources and rural development"
39005-012,Mongolia,Sovereign,Grant,20/02/2006,0,,Education
39006-012,Nepal,Sovereign,Technical Assistance,22/12/2005,0,,Public sector management
39008-012,"China, People's Republic of",Sovereign,Technical Assistance,19/07/2005,"1,000,000.00",,Finance
39011-012,Maldives,Sovereign,Technical Assistance,14/12/2005,"250,000.00",,Public sector management
39015-012,Kyrgyz Republic,Sovereign,Technical Assistance,03/11/2005,"500,000.00",,Public sector management
39015-022,Kyrgyz Republic,Sovereign,Technical Assistance,14/06/2007,0,,Public sector management
39015-032,Kyrgyz Republic,Sovereign,Technical Assistance,14/06/2007,"500,000.00",,Public sector management
39015-042,Kyrgyz Republic,Sovereign,Grant,14/06/2007,"10,000,000.00","Ak-Suu, Alamedinskiy Rayon, Batken, Batkenskiy Rayon, Jalal-Abad, Jety-Oguz, Kadamjaiskiy Raion, Kara-Suu, Karakol, Kemin, Kzyl-Kiya, Lyaylyakskiy Rayon, Naryn, Nookat, Oktyabr', Osh, Sokuluk, Sulyukta, Talas, Tokmok, Tyupskiy Rayon, Uzgen, Ysyk-Ata",Public sector management
